categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Clear,0.9099,CTX199603106,4,4,"sklepní prostory zjiStěna spára, tvořená pískovcovým kvádrem,","sklepní prostory 2jiStěna spára, tvořená pískovcovým kvádrem,",,,ces_Latn,1.0000,ces_Latn,1.0000,112.00,7,61,0.0328,1,0,0,0,0,0,0.0357,0.3455,0.5472,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9393,CTX199603106,4,5,k němuž bylo dalSÍ pokračování zdi k východu přizděno. Pokračování,k němuž bylo dalSÍ pokračování zdi k východu přizděno. Pokračování,,,ces_Latn,1.0000,ces_Latn,1.0000,82.00,10,66,0.0152,1,0,0,0,0,0,0.0250,0.4035,0.5179,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,4,6,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9855,CTX199603106,4,7,pískovcového bloku směrem k jihu do interiéru sklepa bylo odlomeno,pískovcového bloku směrem k jihu do interiéru sklepa bylo odlomeno,,,ces_Latn,0.9999,ces_Latn,0.9999,96.00,10,66,0.0000,0,0,0,0,0,0,0.0000,0.4386,0.5789,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9819,CTX199603106,4,8,a jeho východní hrana probíhala v linii kolmé na průběh severní,a jeho východní hrana probíhala v linii kolmé na průběh severní,,,ces_Latn,1.0000,ces_Latn,1.0000,61.75,11,63,0.0000,0,1,0,0,0,0,0.0318,0.4340,0.4151,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,4,9,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8000,CTX199603106,4,10,obvodové zdi (plánek č. 1).,obvodové zdi (plánek č. 1).,,,ces_Latn,0.9965,ces_Latn,0.9965,99.00,5,27,0.1481,0,0,0,0,0,0,0.0000,0.3182,0.6667,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,4,11,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9781,CTX199603106,4,12,Vyhodnocení nálezu,Vyhodnocení nálezu,,,ces_Latn,0.9990,ces_Latn,0.9990,68.00,2,18,0.0000,0,0,0,0,0,0,0.0000,0.4706,0.7059,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,4,13,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9814,CTX199603106,4,14,Vzhledem k situování odkrytého zdivá i k charakteru jeho,Vzhledem k situování odkrytého zdivá i k charakteru jeho,,,ces_Latn,1.0000,ces_Latn,1.0000,123.00,9,56,0.0000,0,0,0,0,0,0,0.0000,0.4167,0.4583,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,4,15,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9660,CTX199603106,4,16,pískovcového obkladu je samozřejmé uvažovat o příslušnosti,pískovcového obkladu je samozřejmé uvažovat o příslušnosti,,,ces_Latn,1.0000,ces_Latn,1.0000,46.75,7,58,0.0000,0,0,0,0,0,0,0.1214,0.4231,0.5577,False,False,True,False,False,False,False,False,False,False,False
Empty,0.0,CTX199603106,4,17,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9755,CTX199603106,4,18,zjištěného torza ke gotickému Karlovu mostu. V úvahu přichází již,zjištěného torza ke gotickému Karlovu mostu. V úvahu přichází již,,,ces_Latn,1.0000,ces_Latn,1.0000,119.50,10,65,0.0154,0,0,0,0,0,0,0.0000,0.4107,0.3818,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX199603106,4,19,"zmíněná interpretace jako pozůstatek dalSfho pilíře (Muk 1988,s.","zmíněná interpretace jako pozůstatek dalSfho pilíře (Muk 1988,s.",,,ces_Latn,1.0000,ces_Latn,1.0000,268.00,8,64,0.0469,1,0,0,0,0,0,0.0312,0.3774,0.4600,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX199603106,4,20,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9340,CTX199603106,4,21,27) nebo možná konstrukce zpevněné nábřežní zdi v partii paty mostu.,27) nebo možná konstrukce zpevněné nábřežní zdi v partii paty mostu.,,,ces_Latn,1.0000,ces_Latn,1.0000,87.00,11,68,0.0294,0,1,0,0,0,0,0.0318,0.3750,0.5926,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,4,22,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9877,CTX199603106,4,23,Rozsah a dispozice odkrytého zdivá jednoznačně hovoří pro prvou,Rozsah a dispozice odkrytého zdivá jednoznačně hovoří pro prvou,,,ces_Latn,1.0000,ces_Latn,1.0000,61.75,9,63,0.0000,0,0,0,0,0,0,0.0000,0.4182,0.5818,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,4,24,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9780,CTX199603106,4,25,variantu výkladu. Ve sklepni prostoře domu zůstala částečně,variantu výkladu. Ve sklepni prostoře domu zůstala částečně,,,ces_Latn,1.0000,ces_Latn,1.0000,63.75,8,59,0.0169,0,0,0,0,0,0,0.0000,0.4038,0.5098,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,4,26,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9846,CTX199603106,4,27,zachovaná téměř celá západní líc pískovcového obkladu jižního zhlavl,zachovaná téměř celá západní líc pískovcového obkladu jižního zhlavl,,,ces_Latn,0.9999,ces_Latn,0.9999,112.00,9,68,0.0000,0,0,0,0,0,0,0.0000,0.4000,0.4167,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,4,28,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9833,CTX199603106,4,29,"gotického pilíře, jehož hrot předpokládáme v těsné blízkosti jižního","gotického pilíře, jehož hrot předpokládáme v těsné blízkosti jižního",,,ces_Latn,1.0000,ces_Latn,1.0000,34.25,9,68,0.0147,0,0,0,0,0,0,0.0000,0.3833,0.4068,False,False,True,False,False,False,False,False,False,False,False
Empty,0.0,CTX199603106,4,30,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9719,CTX199603106,4,31,dochovaného konce zdivá. Opukové jádro zdivá bylo zaznamenáno,dochovaného konce zdivá. Opukové jádro zdivá bylo zaznamenáno,,,ces_Latn,0.9997,ces_Latn,0.9997,148.00,8,61,0.0164,0,0,0,0,0,0,0.0000,0.4444,0.6226,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,4,32,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9673,CTX199603106,4,33,"i v sousední sklepní prostoře, kde se již pískovcový obklad","i v sousední sklepní prostoře, kde se již pískovcový obklad",,,ces_Latn,1.0000,ces_Latn,1.0000,197.00,10,59,0.0169,0,0,0,0,0,0,0.0000,0.3800,0.6122,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,4,34,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.7999,CTX199603106,4,35,nedochoval (plánek č. 2). Je pravděpodobné. Že jako velmi kvalitní,nedochoval (plánek č. 2). Je pravděpodobné. Že jako velmi kvalitní,,,ces_Latn,1.0000,ces_Latn,1.0000,46.00,10,66,0.0758,0,0,0,0,0,0,0.0000,0.3571,0.5098,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX199603106,4,36,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9185,CTX199603106,4,37,"stavební materiál byl použit při stavbě domu čp. 193 a je s podivem,","stavební materiál byl použit při stavbě domu čp. 193 a je s podivem,",,,ces_Latn,1.0000,ces_Latn,1.0000,77.00,13,68,0.0294,0,0,0,0,0,0,0.0000,0.3962,0.5686,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9513,CTX199603106,4,38,že na druhé straně zhlaví přečkal období výstavby stávajícího,že na druhé straně zhlaví přečkal období výstavby stávajícího,,,ces_Latn,1.0000,ces_Latn,1.0000,25.00,9,61,0.0000,0,0,0,0,0,0,0.0000,0.3962,0.4340,False,False,True,False,False,False,False,False,False,False,False
Noisy,0.7999,CTX199603106,4,39,"objektu ve 2. polovině 16. nebo na počátku 17. století (Muk 1988,","objektu ve 2. polovině 16. nebo na počátku 17. století (Muk 1988,",,,ces_Latn,1.0000,ces_Latn,1.0000,17.75,12,65,0.0769,0,0,0,0,0,0,0.0000,0.4000,0.6000,False,False,False,False,False,True,False,False,False,False,False
Clear,0.9116,CTX199603106,4,40,"s.27). Pískovcový kvádr, zjištěný v severní obvodové stěně sklepa,","s.27). Pískovcový kvádr, zjištěný v severní obvodové stěně sklepa,",,,ces_Latn,1.0000,ces_Latn,1.0000,47.50,9,66,0.0758,0,0,0,0,0,0,0.0000,0.3393,0.5686,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9812,CTX199603106,4,41,by mohl vzhledem k linii své vnější líce náležet již k vlastnímu,by mohl vzhledem k linii své vnější líce náležet již k vlastnímu,,,ces_Latn,1.0000,ces_Latn,1.0000,79.50,12,64,0.0000,0,1,0,0,0,0,0.0292,0.3585,0.4528,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9760,CTX199603106,4,42,tělu pilíře a nikoliv k jeho jižnímu zhlaví. Niveleta koruny,tělu pilíře a nikoliv k jeho jižnímu zhlaví. Niveleta koruny,,,ces_Latn,1.0000,ces_Latn,1.0000,93.00,10,60,0.0167,0,0,0,0,0,0,0.0000,0.4510,0.4200,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7918,CTX199603106,4,43,"dochovaného zdivá (188,9 m) odpovídá horní, ústupkem an*ené parti1","dochovaného zdivá (188,9 m) odpovídá horní, ústupkem an*ené parti1",,,ces_Latn,0.9900,ces_Latn,0.9900,216.00,9,66,0.0758,0,0,1,0,0,0,0.1556,0.3962,0.5625,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX199603106,4,44,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX199603106,4,45,3,3,,,,0.0,,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX199603106,5,1,3406/45,3406/45,,,,0.0,,0.0,0.0,0,7,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8620,CTX199603106,5,2,zhlaví pilíře. Nasazení spodní cca o 65 cm roze f řené části,zhlaví pilíře. Nasazení spodní cca o 65 cm roze f řené části,,,ces_Latn,1.0000,ces_Latn,1.0000,105.00,12,60,0.0167,0,0,0,0,0,0,0.1417,0.4043,0.4783,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,5,3,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.7999,CTX199603106,5,4,"u následujících dvou pilířů mostu se nachází v úrovni 186,1 - 186,2","u následujících dvou pilířů mostu se nachází v úrovni 186,1 - 186,2",,,ces_Latn,1.0000,ces_Latn,1.0000,25.00,12,67,0.0448,0,0,0,0,0,0,0.0000,0.4167,0.5111,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX199603106,5,5,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8399,CTX199603106,5,6,■ n. m. a přechod ve střechoví té vertikální ukončení zhlaví evidujeme,■ n. m. a přechod ve střechoví té vertikální ukončení zhlaví evidujeme,,,ces_Latn,1.0000,ces_Latn,1.0000,127.00,12,70,0.0429,0,1,0,0,0,0,0.0292,0.3898,0.5179,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,5,7,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.7999,CTX199603106,5,8,"ve výšce cca 192,8 • n. e. Rozpon oblouku mezi tímto pil I řem","ve výšce cca 192,8 • n. e. Rozpon oblouku mezi tímto pil I řem",,,ces_Latn,1.0000,ces_Latn,1.0000,230.00,14,62,0.0645,0,0,0,0,0,0,0.0000,0.4000,0.5854,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX199603106,5,9,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8657,CTX199603106,5,10,a pi 1ířem nesoucím Staroměstskou mosteckou věž by činí 1 zhruba 19 m.,a pi 1ířem nesoucím Staroměstskou mosteckou věž by činí 1 zhruba 19 m.,,,ces_Latn,1.0000,ces_Latn,1.0000,96.00,13,70,0.0143,0,0,1,0,0,0,0.0308,0.4259,0.5660,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,5,11,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9905,CTX199603106,5,12,Vzdálenost mezi následujícími pilíři ve vltavském řečišti kolísá,Vzdálenost mezi následujícími pilíři ve vltavském řečišti kolísá,,,ces_Latn,1.0000,ces_Latn,1.0000,28.75,8,64,0.0000,0,0,0,0,0,0,0.0000,0.4035,0.4561,False,False,True,False,False,False,False,False,False,False,False
Empty,0.0,CTX199603106,5,13,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8849,CTX199603106,5,14,"zhruba mezi 20,5 až 22 m. Menší rozpon oblouku u břehu nepovažujeme","zhruba mezi 20,5 až 22 m. Menší rozpon oblouku u břehu nepovažujeme",,,ces_Latn,0.9996,ces_Latn,0.9996,70.00,12,67,0.0299,0,0,0,0,0,0,0.0000,0.4314,0.6735,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9810,CTX199603106,5,15,za výjimečný zjev. Provedenou dokumentací tak byla potvrzena,za výjimečný zjev. Provedenou dokumentací tak byla potvrzena,,,ces_Latn,1.0000,ces_Latn,1.0000,30.12,8,60,0.0167,0,0,0,0,0,0,0.0000,0.4151,0.5962,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9667,CTX199603106,5,16,existence donedávna neznámého pilíře Karlova mostu. Přesné situování,existence donedávna neznámého pilíře Karlova mostu. Přesné situování,,,ces_Latn,1.0000,ces_Latn,1.0000,87.00,8,68,0.0147,0,1,0,0,0,0,0.0688,0.4426,0.6000,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,5,17,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9798,CTX199603106,5,18,stabilizovaného pravého břehu Vltavy zůstává otázkou. Je třeba jej,stabilizovaného pravého břehu Vltavy zůstává otázkou. Je třeba jej,,,ces_Latn,1.0000,ces_Latn,1.0000,27.88,9,66,0.0152,0,0,0,1,0,0,0.0000,0.4310,0.4737,False,False,True,False,False,False,False,False,False,False,False
Empty,0.0,CTX199603106,5,19,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9732,CTX199603106,5,20,"předpokládat v těsném východním sousedství zjištěného pilíře,","předpokládat v těsném východním sousedství zjištěného pilíře,",,,ces_Latn,1.0000,ces_Latn,1.0000,19.12,7,61,0.0164,0,1,0,0,0,0,0.0500,0.3636,0.5185,False,False,True,False,False,False,False,False,False,False,False
Empty,0.0,CTX199603106,5,21,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9634,CTX199603106,5,22,protože pozůstatky románské (kvádříkový dům v Colloredo,protože pozůstatky románské (kvádříkový dům v Colloredo,,,ces_Latn,1.0000,ces_Latn,1.0000,115.50,7,55,0.0182,0,1,0,0,0,0,0.0500,0.3878,0.5208,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,5,23,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.7999,CTX199603106,5,24,- Mannsfeldském paláci čp. 189/1) a raně gotické zástavby,- Mannsfeldském paláci čp. 189/1) a raně gotické zástavby,,,ces_Latn,0.9999,ces_Latn,0.9999,286.00,9,57,0.0702,0,1,0,0,0,0,0.0389,0.3333,0.4146,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX199603106,5,25,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9161,CTX199603106,5,26,(křižovnícký kostel sv. Františka) jsou v bezprostřední blízkosti.,(křižovnícký kostel sv. Františka) jsou v bezprostřední blízkosti.,,,ces_Latn,1.0000,ces_Latn,1.0000,27.88,8,66,0.0606,0,0,0,0,0,0,0.0000,0.3051,0.4727,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9565,CTX199603106,6,1,Literatura,Literatura,,,ces_Latn,0.7500,cat_Latn,0.5953,163.00,1,10,0.0000,0,0,0,0,0,0,0.0000,0.5000,0.2000,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,6,2,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX199603106,6,3,840./46,840./46,,,,0.0,,0.0,0.0,0,7,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX199603106,6,4,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8000,CTX199603106,6,5,"Muk Jan 1988, Stavební historie, in: Pasport domu p. 193/1.","Muk Jan 1988, Stavební historie, in: Pasport domu p. 193/1.",,,ces_Latn,0.7831,ces_Latn,0.7831,108.50,10,59,0.1017,0,0,0,0,0,0,0.0000,0.3333,0.5833,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8748,CTX199603106,6,6,SÚRPMO Praha.,SÚRPMO Praha.,,,slk_Latn,0.9952,slk_Latn,0.9952,850.00,2,13,0.0769,0,0,0,0,0,0,0.0000,0.3333,0.4545,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,6,7,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8462,CTX199603106,6,8,"Vilímková Milada - Ebel Martin 1988, Stručné dějiny budovy, in:","Vilímková Milada - Ebel Martin 1988, Stručné dějiny budovy, in:",,,ces_Latn,0.9530,ces_Latn,0.9530,79.50,10,63,0.0635,0,0,0,0,0,0,0.0000,0.4000,0.5217,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7967,CTX199603106,6,9,Pasport domu čp. 193/1. SÚRPMO Praha.,Pasport domu čp. 193/1. SÚRPMO Praha.,,,slk_Latn,0.9272,slk_Latn,0.9272,185.00,6,37,0.1081,0,0,0,0,0,0,0.0000,0.2857,0.5833,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX199603106,6,10,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9296,CTX199603106,6,11,Popis fotografií,Popis fotografií,,,ces_Latn,0.9902,ces_Latn,0.9902,664.00,2,16,0.0000,0,0,0,0,0,0,0.0000,0.4667,0.4000,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,6,12,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9288,CTX199603106,6,13,Foto 1. Odhalená líc pískovcového obkladu pilíře. Vlevo nevelký,Foto 1. Odhalená líc pískovcového obkladu pilíře. Vlevo nevelký,,,ces_Latn,0.9960,ces_Latn,0.9960,105.00,9,63,0.0317,0,0,0,0,0,0,0.0000,0.4259,0.5192,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9684,CTX199603106,6,14,úsek dochovaných čtyř řádků. Pohled od jihozápadu. Archiv,úsek dochovaných čtyř řádků. Pohled od jihozápadu. Archiv,,,ces_Latn,1.0000,ces_Latn,1.0000,61.75,8,57,0.0351,0,0,0,0,0,0,0.0000,0.3800,0.4375,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7083,CTX199603106,6,15,"PÚPP, č. fot. 56 814. Foto K. Fink.","PÚPP, č. fot. 56 814. Foto K. Fink.",,,ces_Latn,0.2585,ces_Latn,0.2585,179.00,8,35,0.1714,0,1,0,0,0,0,0.0437,0.2174,0.4118,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX199603106,6,16,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9326,CTX199603106,6,17,Foto 2. Střední partie odkryté líce pískovcového obkladu,Foto 2. Střední partie odkryté líce pískovcového obkladu,,,ces_Latn,0.9994,ces_Latn,0.9994,70.00,8,56,0.0179,0,0,0,0,0,0,0.0000,0.4167,0.4894,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9772,CTX199603106,6,18,pilíře s důlky pro uchycení kvádrů do zednických kleští. Pohled,pilíře s důlky pro uchycení kvádrů do zednických kleští. Pohled,,,ces_Latn,1.0000,ces_Latn,1.0000,90.00,10,63,0.0159,0,0,0,0,0,0,0.0000,0.3704,0.4528,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8000,CTX199603106,6,19,"od západu. Archiv PÚPP, č. fot. 56 815. Foto K. Fink.","od západu. Archiv PÚPP, č. fot. 56 815. Foto K. Fink.",,,ces_Latn,0.7176,ces_Latn,0.7176,96.00,11,53,0.1321,0,1,0,0,0,0,0.0318,0.2895,0.4516,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,6,20,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9290,CTX199603106,6,21,Foto 3. Detail odhaleného líce pískovcového obkladu pilíře,Foto 3. Detail odhaleného líce pískovcového obkladu pilíře,,,ces_Latn,0.9964,ces_Latn,0.9964,123.00,8,58,0.0172,0,0,0,0,0,0,0.0000,0.4600,0.4694,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8849,CTX199603106,6,22,"s rozetřenou maltou spár. Pohled od jihu. Archív PÚPP, č. fot.","s rozetřenou maltou spár. Pohled od jihu. Archív PÚPP, č. fot.",,,ces_Latn,0.9999,ces_Latn,0.9999,356.00,11,62,0.0806,0,1,0,0,0,0,0.0318,0.3462,0.5319,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7434,CTX199603106,6,23,56 816. Foto K. Fink.,56 816. Foto K. Fink.,,,ces_Latn,0.7500,epo_Latn,0.2375,185.00,5,21,0.1429,0,0,0,0,0,0,0.0000,0.2500,0.3333,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX199603106,6,24,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8058,CTX199603106,6,25,Plánek č. 1. Půdorys domu čp. 193/1 v úrovni suterénu,Plánek č. 1. Půdorys domu čp. 193/1 v úrovni suterénu,,,ces_Latn,0.9929,ces_Latn,0.9929,70.00,10,53,0.0755,0,0,0,0,0,0,0.0000,0.3590,0.6286,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8242,CTX199603106,6,26,s vynesením nálezu. 1 - pískovcový obklad pilíře 2 - zachycené,s vynesením nálezu. 1 - pískovcový obklad pilíře 2 - zachycené,,,ces_Latn,0.9820,ces_Latn,0.9820,87.00,11,62,0.0484,0,0,0,0,0,0,0.0455,0.4000,0.5957,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8870,CTX199603106,6,27,opukové zdlvo jádra pilíře 3 - předpokládaný průběh líce,opukové zdlvo jádra pilíře 3 - předpokládaný průběh líce,,,ces_Latn,1.0000,ces_Latn,1.0000,153.00,9,56,0.0179,0,0,0,0,0,0,0.0278,0.4043,0.4783,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8738,CTX199603106,6,28,Pilíře. Zaměření a kresba J. Mourek.,Pilíře. Zaměření a kresba J. Mourek.,,,ces_Latn,1.0000,ces_Latn,1.0000,153.00,6,36,0.0833,0,0,0,0,0,0,0.0000,0.4194,0.4643,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX199603106,6,29,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8225,CTX199603106,6,30,Plánek č. 2. ŠlrSÍ situace prvního staroměstského pilíře.,Plánek č. 2. ŠlrSÍ situace prvního staroměstského pilíře.,,,ces_Latn,1.0000,ces_Latn,1.0000,61.75,8,57,0.0526,1,0,0,0,0,0,0.0312,0.3469,0.4130,False,False,False,False,False,False,True,False,False,False,False
Trash,0.5499,CTX199603106,6,31,Kresba J. Mourek.,Kresba J. Mourek.,,,ces_Latn,0.7500,epo_Latn,0.3487,1280.00,3,17,0.1176,0,0,0,0,0,0,0.0000,0.3333,0.5385,False,False,False,False,True,False,False,False,False,False,False
Empty,0.0,CTX199603106,6,32,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
